REGIONAL_OFFICE_NAME,PRACTICE_NAME,PRACTICE_CODE,POSTCODE,QUANTITY,ITEMS,TOTAL_QUANTITY,NIC,ACTUAL_COST,UNIDENTIFIED,ADQ_USAGE,FECHA,SUSTANCIA,PRESENTACION,REGION_NAME
EAST OF ENGLAND,THE HICKS GROUP PRACTICE,D81050,PE29 3EZ,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,WANSFORD,K83017,PE8 6PL,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,BUCKDEN SURGERY,D81045,PE19 5SZ,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,THE HICKS GROUP PRACTICE,D81050,PE29 3EZ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,WATERBEACH SURGERY,D81042,CB25 9LQ,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,BOROUGHBURY MEDICAL CENTRE,D81026,PE1 2EJ,1,22,22,1611.5,1500.17724,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,MILTON SURGERY,D81612,CB24 6BL,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,YORK STREET MEDICAL PRACTICE,D81003,CB1 2PY,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,CORNFORD HOUSE SURGERY,D81012,CB1 8BA,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,PRIORS FIELD SURGERY,D81036,CB6 2RB,1,7,7,512.75,477.29192,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,THORPE ROAD,D81615,PE3 6AP,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,OLD FLETTON SURGERY,D81029,PE2 8AY,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,NORTH BRINK PRACTICE,D81008,PE13 1JU,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,SWAVESEY SURGERY,D81607,CB24 4RA,1,1,1,73.25,68.17747,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,PRIORY FIELDS SURGERY,D81010,PE29 3RL,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,OCTAGON MEDICAL PRACTICE,D81022,PE6 0SD,1,12,12,879.0,818.27849,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,LAKESIDE HEALTHCARE ST NEOTS,D81057,PE19 1BQ,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,NIGHTINGALE MEDICAL CENTRE,D81065,PE1 4FS,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,WANSFORD,K83017,PE8 6PL,1,5,5,366.25,340.92457,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,CATHEDRAL MEDICAL CENTRE,Y00185,CB6 1DN,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,GEORGE CLARE SURGERY,D81061,PE16 6EX,1,6,6,439.5,409.13925,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,FIRS HOUSE SURGERY,D81028,CB24 9NP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,CAMBRIDGESHIRE & PETERBOROUGH STP
EAST OF ENGLAND,LAKESIDE HEALTHCARE ST NEOTS,D81057,PE19 1BQ,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,CAMBRIDGESHIRE & PETERBOROUGH STP
LONDON,UXENDON CRESCENT SURGERY,E84007,HA9 9TW,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,NEASDEN MEDICAL CENTRE,E84665,NW2 7SA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,JAI MEDICAL CENTRE (BRENT),E84020,HA8 5LP,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,STAVERTON SURGERY,E84080,NW2 5HA,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,OXGATE GARDENS SURGERY,E84076,NW2 6EA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,NEASDEN MEDICAL CENTRE,E84665,NW2 7SA,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,CHALKHILL FAMILY PRACTICE,E84033,HA9 9FX,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,WILLOW TREE FAMILY DOCTORS,E84015,NW9 9AD,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE FRYENT WAY SURGERY,E84048,NW9 9SB,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,NEASDEN MEDICAL CENTRE,E84665,NW2 7SA,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,ST ANDREWS MEDICAL CENTRE,E84011,NW10 9AR,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE WILLESDEN MEDICAL CENTRE,E84021,NW10 2PT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE WEMBLEY PRACTICE,Y02692,HA0 4UZ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE WILLESDEN MEDICAL CENTRE,E84021,NW10 2PT,30,1,30,78.48,73.0577,N,0.0,2021-01-01,Semaglutide,Semaglutide 7mg tablets,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,NEASDEN MEDICAL CENTRE,E84665,NW2 7SA,4,2,8,586.0,545.4446,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,ELLIS PRACTICE,E84032,HA9 9FX,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,ELLIS PRACTICE,E84032,HA9 9FX,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,WALM LANE SURGERY,E84086,NW2 4RT,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,OXGATE GARDENS SURGERY,E84076,NW2 6EA,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE WILLESDEN MEDICAL CENTRE,E84021,NW10 2PT,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,WALM LANE SURGERY,E84086,NW2 4RT,4,2,8,586.0,545.4446,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,BRENTFIELD MEDICAL CENTRE,E84031,NW10 8TF,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,NEASDEN MEDICAL CENTRE,E84665,NW2 7SA,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE SURGERY,E84635,HA9 6QL,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,CHURCH LANE SURGERY,E84067,NW9 8LU,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,MAPESBURY MEDICAL GROUP,E84012,NW2 3PS,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,ELLIS PRACTICE,E84032,HA9 9FX,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,WILLOW TREE FAMILY DOCTORS,E84015,NW9 9AD,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE LAW MEDICAL GROUP PRACTICE,E84006,NW10 5UY,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,WEMBLEY PARK DRIVE MEDICAL CENTRE,E84709,HA9 8HD,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE LAW MEDICAL GROUP PRACTICE,E84006,NW10 5UY,4,2,8,586.0,545.4446,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,ROUNDWOOD PARK MEDICAL CENTRE,E84656,NW10 3RY,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,BRENTFIELD MEDICAL CENTRE,E84031,NW10 8TF,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,HAZELDENE MEDICAL CENTRE,E84066,HA9 6PW,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE SURGERY,E84635,HA9 6QL,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,NEASDEN MEDICAL CENTRE,E84665,NW2 7SA,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,WEMBLEY PARK DRIVE MEDICAL CENTRE,E84709,HA9 8HD,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,ALPERTON MEDICAL CENTRE,E84638,HA0 4JB,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,BRENTFIELD MEDICAL CENTRE,E84031,NW10 8TF,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,NEASDEN MEDICAL CENTRE,E84665,NW2 7SA,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,SMS MEDICAL PRACTICE,Y01090,HA0 4UZ,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE SUNFLOWER MEDICAL CENTRE,E84626,HA0 4UZ,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE SUNFLOWER MEDICAL CENTRE,E84626,HA0 4UZ,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,PRESTON MEDICAL CENTRE,E84678,HA9 8JZ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,ST.GEORGES MEDICAL CENTRE,E84704,NW2 6JH,60,1,60,156.96,146.103,N,0.0,2021-01-01,Semaglutide,Semaglutide 3mg tablets,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,LANFRANC MEDICAL CENTRE,E84083,HA1 3QE,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,STAVERTON SURGERY,E84080,NW2 5HA,3,1,3,219.75,204.54482,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE WILLESDEN MEDICAL CENTRE,E84021,NW10 2PT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,FREUCHEN MEDICAL CENTRE,E84074,NW10 4ST,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,SUDBURY & ALPERTON MEDICAL CENTRE,E84017,HA0 1EZ,8,1,8,586.0,545.4322,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,CHURCH END MEDICAL CENTRE,E84013,NW10 9HP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,PREMIER MEDICAL CENTRE,E84003,HA0 4UZ,8,1,8,586.0,545.4322,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,ROUNDWOOD PARK MEDICAL CENTRE,E84656,NW10 3RY,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,NEASDEN MEDICAL CENTRE,E84665,NW2 7SA,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,ELLIS PRACTICE,E84032,HA9 9FX,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,WILLESDEN GREEN SURGERY,E84702,NW2 3UY,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE FRYENT WAY SURGERY,E84048,NW9 9SB,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE LAW MEDICAL GROUP PRACTICE,E84006,NW10 5UY,30,3,90,235.44,219.1731,N,0.0,2021-01-01,Semaglutide,Rybelsus 3mg tablets,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE STONEBRIDGE PRACTICE,E84028,NW10 8RY,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,ELLIS PRACTICE,E84032,HA9 9FX,4,2,8,586.0,545.4446,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,WEMBLEY PARK DRIVE MEDICAL CENTRE,E84709,HA9 8HD,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,GLADSTONE MEDICAL CENTRE,E84036,NW2 6JH,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,KINGSBURY HEALTH AND WELLBEING,E84078,NW9 0EF,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,ST ANDREWS MEDICAL CENTRE,E84011,NW10 9AR,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,PARK ROYAL MEDICAL PRACTICE,E84645,NW10 7NS,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,BRAMPTON HEALTH CENTRE,E84049,NW9 9BY,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,NEASDEN MEDICAL CENTRE,E84665,NW2 7SA,3,1,3,219.75,204.54482,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,CHICHELE ROAD SURGERY,E84674,NW2 3AN,30,1,30,78.48,73.0577,N,0.0,2021-01-01,Semaglutide,Rybelsus 7mg tablets,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,NEASDEN MEDICAL CENTRE,E84665,NW2 7SA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,CHURCH LANE SURGERY,E84067,NW9 8LU,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE STONEBRIDGE PRACTICE,E84028,NW10 8RY,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,WILLOW TREE FAMILY DOCTORS,E84015,NW9 9AD,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,KILBURN PARK MEDICAL CENTRE,E84042,NW6 5AY,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,HAREFIELD PRACTICE,E86007,UB9 6JY,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,TOWNFIELD DOCTORS SURGERY,E86018,UB3 3DZ,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,PARKVIEW SURGERY,E86026,UB8 3LA,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,YIEWSLEY FAMILY PRACTICE,E86010,UB7 7DP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,GLENDALE MEDICAL CENTRE,E86038,UB3 5DA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,THE HIGH STREET PRACTICE,E86042,UB7 7DP,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,CHURCH ROAD SURGERY,E86034,UB8 3NA,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,OXFORD DRIVE MEDICAL CENTRE,E86011,HA4 9EY,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,WEST LONDON MEDICAL CENTRE,E86620,UB8 3NG,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,MOUNTWOOD SURGERY,E86001,HA6 2RG,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,NW LONDON HEALTH & CARE PARTNERSHIP STP
